date,compound_score_weighted,total_volume_of_tweets,count_negatives,count_positives,count_neutrals,sent_negatives,sent_positives,count_news,count_bots,open,high,low,close,bitcoin_close_change,volume_btc,volume_currency,gold_value,gold_change,total_crimes,computer_related,financial_crimes,num_arrests,num_domestic,avg_latitude,avg_longitude
2017-11-06,0.09165390158795077,34053,4567,10641,14625,-0.3923733990456392,0.4289668011114993,24534,4220,7373.3,7421.39,6922.07,6967.68,-5.4937662084006975,19323.130000000005,138542391.76999998,1270.9,0.29198232323233153,717,0,17,148,94,41.84811091385351,-87.66876939527599
2017-11-07,0.07948602463651623,33455,5260,10259,14070,-0.3871461149707207,0.4319189797373039,24365,3866,6967.64,7244.69,6945.0,7130.28,2.333631854505369,11634.28,82632999.57999998,1275.6,0.3698166653552493,677,0,18,126,98,41.846819815258655,-87.6703719483519
2017-11-08,0.04290578877896497,43258,9619,12643,16795,-0.4336361941736422,0.4576818092521671,29930,4201,7131.38,7888.0,7080.01,7450.32,4.488463286154265,24679.72,183501327.1,1284.0,0.6585136406397131,756,0,16,132,98,41.8440144788253,-87.66795701952948
2017-11-09,0.06138329758197941,28722,5208,8472,11300,-0.4347936893618422,0.44957133549635997,20027,3742,7398.99,7419.6,7061.2,7148.0,-4.0578122818885625,11424.03,82087961.26999998,1284.8,0.06230529595014912,654,0,17,146,90,41.842103322347896,-87.66634501852405
2017-11-10,0.07699080550213512,39022,6137,11420,14375,-0.41659877200970596,0.4356135602960309,25883,7090,7150.61,7343.18,6429.44,6588.18,-7.831841074426402,26614.27,181284361.0900001,1284.3,-0.03891656288916856,679,0,20,127,93,41.845236950070756,-87.66770656712801
2017-11-11,0.084678042168746,32684,5406,9775,10549,-0.4042013325247556,0.4499431233718035,20357,6954,6588.18,6820.0,6218.0,6355.13,-3.537395760285844,14942.71,96800268.08,1284.3,0.0,688,0,15,137,109,41.84484057641063,-87.66685913219506
2017-11-12,0.07980200379372603,38265,6071,10250,11246,-0.4320617652315179,0.470146484287455,20805,10698,6355.13,6488.88,5555.55,5870.37,-7.627853403470898,37315.15,225565297.55000004,1284.3,0.0,665,0,7,120,136,41.84811165681693,-87.66916738474596
2017-11-13,0.0741028125607421,43824,7208,11757,16086,-0.3998629006198377,0.4643352670001604,28684,8773,5870.03,6775.75,5846.0,6525.17,11.154322470304255,27202.28,173971383.57999995,1277.95,-0.4944327649303082,718,0,28,119,110,41.848628761137206,-87.67053777077513
2017-11-14,0.0809260965199769,39606,6467,11746,14209,-0.418834778524212,0.4573516781779064,26977,7184,6524.69,6750.0,6466.88,6609.0,1.2847174862877118,12072.05,79508390.54,1274.6,-0.2621385813216581,696,0,18,119,106,41.846084996775495,-87.67056042509036
2017-11-15,0.1005221810124554,41520,5760,12571,16683,-0.39816665029878495,0.4622207899839378,28042,6506,6609.0,7350.0,6609.0,7294.0,10.36465425934332,16869.890000000007,119171192.38000004,1282.2,0.596265495057291,707,0,29,121,93,41.84592980690945,-87.66999592192549
2017-11-16,0.10863194672848936,44519,5608,13990,18372,-0.3822408074137429,0.4502317624194998,30684,6549,7294.0,7976.79,7120.85,7846.96,7.581025500411288,19272.38,145738327.50000003,1280.0,-0.17158009670878993,762,0,18,164,105,41.85301122696601,-87.67293370570749
2017-11-17,0.10103141700385912,44019,7404,15127,16041,-0.3985439949759426,0.4541183191889944,30842,5447,7846.96,7997.0,7528.5,7674.99,-2.19154933885225,17714.35,138124189.40999997,1284.35,0.3398437500000018,738,0,26,147,96,41.84513742846504,-87.66726147140085
2017-11-18,0.1330250618109022,31184,3647,10175,11625,-0.4029328304285726,0.4771773525452194,21042,5737,7675.0,7858.0,7431.54,7771.03,1.251337135292685,7326.819999999999,56264967.24,1284.35,0.0,696,0,14,118,122,41.84844298495488,-87.66761539961435
2017-11-19,0.1238084370069579,31295,4178,10548,11259,-0.4058037310726132,0.4686133674271026,20654,5310,7775.55,8087.35,7675.0,8016.58,3.159812791869298,8307.800000000003,65332064.65,1284.35,0.0,689,1,11,139,135,41.847107450924064,-87.67105198623648
2017-11-20,0.09715236786574566,44218,6474,14298,17893,-0.4115956251040887,0.4482467757160158,30902,5553,8016.58,8269.99,7900.0,8226.17,2.6144565388232843,8179.450000000003,66366007.81,1286.2,0.14404173317243973,760,2,24,134,110,41.850848817016185,-87.66954618547966
2017-11-21,0.07546602397864068,45257,7568,13246,18570,-0.4038849204554037,0.4561159833827392,31432,5873,8226.14,8354.46,7770.0,8095.23,-1.5917492587680604,13686.520000000002,110811263.47,1283.3,-0.225470377857262,672,0,12,131,97,41.84057782184219,-87.66751966610933
2017-11-22,0.08641551172869265,44865,7326,14672,17304,-0.4198251899032126,0.4395506173577409,32471,5563,8095.19,8310.89,8045.76,8214.69,1.4756838286250185,8078.570000000002,66215711.71000001,1286.95,0.2844229720252445,652,1,22,129,85,41.84963766373085,-87.67100108596874
2017-11-23,0.12047530433043425,37653,5152,12381,13686,-0.3964269828012454,0.4684452968763133,25765,6434,8214.69,8279.76,7980.0,7989.0,-2.7473952151572445,7811.82,63644740.38000001,1290.35,0.2641905279925361,543,1,10,76,131,41.84172836281014,-87.66979725477812
2017-11-24,0.13493915019525193,37222,4528,12942,13995,-0.3951506670263878,0.4673850239788109,26073,5757,7988.96,8340.0,7876.0,8199.19,2.630992614845429,9290.0,75751868.76,1290.5,0.011624752974004338,683,0,14,123,107,41.85014705775564,-87.67177352663488
2017-11-25,0.1356107293864198,32727,4013,11167,12543,-0.3965210375579252,0.4770365185023091,21404,5004,8199.83,8737.0,8114.78,8717.99,6.327454297314715,11611.660000000002,97628924.79,1290.5,0.0,713,0,8,138,121,41.83864166967279,-87.66807866334982
2017-11-26,0.11475883082611844,44722,6317,14980,18237,-0.3637928658639355,0.4599461045908621,27832,5188,8718.0,9366.6,8538.2,9271.06,6.344008194549433,12021.19,108525815.42,1290.5,0.0,661,1,9,149,107,41.84401673890258,-87.67072888355871
2017-11-27,0.10692206551000467,64214,10246,21974,26191,-0.3811414912669359,0.4643111494334267,43303,5803,9499.47,9721.7,9267.0,9708.07,4.7137004830084095,12273.75,117077487.31,1294.9,0.3409531189461523,772,0,24,125,116,41.84837102667416,-87.67321221286396
2017-11-28,0.10664458844960682,68802,10344,24202,27912,-0.3766440510390423,0.4334805408626159,44339,6344,9708.06,9968.0,9582.25,9868.82,1.65583890515828,11214.95,110496755.84,1291.85,-0.2355394238937492,783,2,20,170,108,41.845321896456106,-87.67646786042586
2017-11-29,0.09232030211762733,102558,18663,36595,40374,-0.3939068120442161,0.4457551927392053,57838,6926,9877.63,11395.0,9250.0,9824.68,-0.4472672518092247,33432.34,346949562.2,1283.85,-0.6192669427565134,771,0,22,127,101,41.84590201783888,-87.66837912794058
2017-11-30,0.08273425598089232,72214,14063,24771,27307,-0.3909912816300208,0.44358581745365216,47411,6073,9833.7,10618.29,9000.0,9947.67,1.2518473884136627,25433.48,247093850.77000004,1280.2,-0.2843011255208805,749,0,20,139,92,41.846227559447506,-87.67197644216292
2017-12-01,0.10916606658001726,65700,10009,22517,26665,-0.37693682500207576,0.4528470413975019,44944,6509,9927.29,10949.89,9370.11,10840.45,8.97476494495697,16708.010000000002,171881760.63000005,1275.5,-0.3671301359162715,902,1,61,171,131,41.846011850844995,-87.6700492699975
2017-12-02,0.13316218934487953,4607,635,1562,1801,-0.38273703339345216,0.5039296073639621,2992,609,10950.04,11049.44,10831.72,10872.0,0.2910395786152709,860.4399999999997,9436466.54,1275.5,0.0,757,1,11,172,126,41.849029114246285,-87.67062354443061
2017-12-03,0.11739950867562485,47116,7248,16374,17734,-0.3861284492368557,0.4672142721928869,30844,5760,10875.68,11800.01,10513.16,11250.0,3.47682119205297,14238.52,160176290.44000003,1275.5,0.0,672,0,14,103,133,41.8427597122481,-87.67254992391076
2017-12-04,0.0832228303888334,65439,10302,20244,28969,-0.41907467449936703,0.4595572242873726,48000,5924,11250.0,11613.07,10850.0,11613.07,3.2272888888888795,13621.51,154122917.90000004,1273.45,-0.16072128577028222,809,2,32,156,120,41.84675036207499,-87.67060019005959
2017-12-05,0.09068250175933253,57817,9771,18186,23174,-0.39597222436283097,0.4671562358747444,39230,6686,11578.92,11850.0,11384.25,11677.0,0.5505004275355274,11712.45,136483524.5,1266.3,-0.5614668813066936,709,1,29,138,95,41.843228695332286,-87.6688747084111
2017-12-06,0.09463971037963917,81698,15297,28976,30388,-0.3890550188837496,0.4507860752558665,50671,7037,11676.99,13700.0,11659.8,13623.5,16.669521281150978,19784.890000000007,250560790.31000003,1263.7,-0.2053225933822844,710,0,20,121,92,41.84716153120057,-87.67100253766229
2017-12-07,0.055491621327351116,132408,32143,45178,47977,-0.4098213408059511,0.44943650686940345,69766,7110,13623.0,16879.26,13401.61,16850.31,23.685616765148467,6046051757.150001,1.7754000001833072e+17,1255.0,-0.6884545382606633,625,0,23,103,89,41.84713327439541,-87.67179829099516
2017-12-08,0.06678211282172104,110619,24848,37394,40334,-0.4039443045295008,0.4521253685508656,66754,8043,16867.98,17294.85,13906.1,16047.61,-4.763710578618441,18369937.5,2.00274e+17,1250.65,-0.3466135458167208,735,2,18,141,106,41.849185896768454,-87.66993671026911
2017-12-09,0.07581203004372837,68277,13951,22799,25119,-0.4257905237408662,0.4668163587186123,40587,6408,16048.18,16313.18,13151.47,14843.42,-7.503858830068777,3.5400000000527324e+16,2.54066e+17,1250.65,0.0,659,1,14,126,116,41.84372451550155,-87.66809361118897
2017-12-10,0.07910336034648012,70665,13348,22786,27715,-0.4244980595105449,0.4715245935163319,44312,6816,14839.98,15783.2,13031.0,15059.6,1.4564029044519478,35439055.97000001,1.30202e+17,1250.65,0.0,664,0,9,127,123,41.8472477409216,-87.67076779498319
2017-12-11,0.08440658273004345,97390,16348,31428,42061,-0.4124335637215644,0.4555508337572032,66504,7553,15060.45,17399.18,15024.56,16732.47,11.108329570506537,27192492024.38,4.01282e+17,1247.15,-0.2798544756726473,737,1,18,129,104,41.84059241164145,-87.66562596849859
2017-12-12,0.08168296338889394,87675,17240,29848,32687,-0.3975348543229693,0.4496871054298051,55246,7900,16733.29,17560.65,16254.53,17083.9,2.1002876443226848,30583841269.07,4.8385e+17,1240.9,-0.501142605139715,683,1,29,116,109,41.84584605519453,-87.67209828107889
2017-12-13,0.07704025163735173,77117,15348,25642,29232,-0.4034064734375325,0.4511675564401725,50472,6895,17083.9,17267.96,15669.86,16286.82,-4.665679382342447,37484345883.12,5.6197e+17,1242.65,0.1410266741880939,700,0,19,133,85,41.84900409918113,-87.67240327482617
2017-12-14,0.08944249077378927,70698,13250,23717,26775,-0.39046168937174414,0.4589443052896847,46085,6956,16286.82,16941.08,16023.64,16467.91,1.1118806495067801,112212098889.12,3.146e+17,1251.0,0.6719510723051547,717,1,25,126,92,41.846648048265145,-87.66530047504754
2017-12-15,0.0771207428381724,73487,15307,24056,26650,-0.39199143528549135,0.4604454084669333,49737,7474,16467.91,17987.03,16442.2,17604.85,6.903972635264566,9330049964373248.0,3.6144e+17,1254.6,0.2877697841726645,765,2,28,126,114,41.84839974923298,-87.67109129919216
2017-12-16,0.08586574467420628,53458,10078,17852,19322,-0.4176606838188264,0.4644268373830369,32877,6206,17594.08,19587.7,17318.54,19345.49,9.887275381500004,40369745532.41,3.5248e+17,1254.6,0.0,771,0,12,158,119,41.84008366242799,-87.66348609769871
2017-12-17,0.0961099829132924,50216,8450,16463,19344,-0.4120481905546593,0.4677522805403536,30772,5959,19346.6,19870.62,18873.37,19065.71,-1.4462285524946772,3800354906.09,5.3478e+17,1254.6,0.0,727,1,19,132,125,41.84587134645954,-87.67206164677799
2017-12-18,0.09965797329714624,71529,11130,23371,29896,-0.3895952571713728,0.4613000344769624,48979,7132,19065.71,19221.1,18114.42,18972.32,-0.4898322695561785,43553257345.32999,6.07188e+17,1260.6,0.4782400765184214,725,0,18,127,100,41.84816536420965,-87.67036929945894
2017-12-19,0.08806052145654522,74188,12936,24184,28840,-0.4081569411343196,0.4569730283230699,49576,8228,18971.19,19021.97,16812.8,17523.7,-7.635439419111623,48754201224.19,3.1694e+17,1260.35,-0.019831826114546924,764,1,24,123,112,41.84331500960891,-87.66480947958998
2017-12-20,0.07100474077266662,93718,16014,24796,28008,-0.414830255434608,0.4663560105664417,53801,24900,17521.73,17813.6,15642.69,16461.97,-6.058823193731911,1.0800018886460948e+16,3.1066e+17,1264.55,0.3332407664537573,701,0,20,131,94,41.84238641605521,-87.66604006359701
2017-12-21,0.08058270616135481,70678,13546,21770,24938,-0.39627224092305147,0.469932022479913,45147,10424,16461.09,17301.83,14952.98,15632.12,-5.0410127099004605,1.5800034166550046e+16,5.4475e+17,1264.55,0.0,747,0,28,131,96,41.85219671599442,-87.67202954878441
2017-12-22,0.04997060534913721,107414,24294,33612,41413,-0.4207752001908221,0.4548468286658177,61414,8095,15632.12,15823.72,11736.48,13664.97,-12.58402571116395,5.93000473086293e+16,1.77599e+17,1264.55,0.0,783,1,30,132,96,41.84680999924543,-87.66841226227815
2017-12-23,0.07944980133988364,57743,11835,18633,20660,-0.38925459821970304,0.4652306427731936,34416,6615,13664.97,15493.23,13356.07,14396.46,5.3530304128000195,3949112410.58,2.39302e+17,1264.55,0.0,712,0,12,118,122,41.84209612288346,-87.66829753330359
2017-12-24,0.09834130261186563,45673,8626,15313,16111,-0.3988966994387951,0.4818080839129229,28383,5623,14396.63,14413.72,12166.45,13789.95,-4.212910673873981,3499933124.18,7.15293e+17,1264.55,0.0,502,0,9,81,101,41.840205522998,-87.66649384030437
2017-12-25,0.1104694608061451,41301,7256,14596,14133,-0.4143272070194463,0.48019142022523,26626,5316,13789.95,14467.43,13010.71,13833.49,0.3157371854140001,224396010.14,5.3974e+17,1264.55,0.0,394,0,7,52,116,41.846545597454046,-87.67021053799994
2017-12-26,0.0632587436023316,52851,11275,17212,18330,-0.44258374937067146,0.4659594171905075,35353,6034,13830.19,16094.67,13748.49,15756.56,13.901553404093981,160582256.19,2.72032e+17,1264.55,0.0,524,1,17,96,96,41.83874343800586,-87.67202318170666
2017-12-27,0.09544147271385454,55398,9466,18722,21209,-0.4127452779419313,0.459249480705721,37117,6001,15757.02,16514.59,14534.66,15416.64,-2.1573236797879702,369763.1,3.0379e+17,1279.4,1.1743307896089572,522,0,19,100,96,41.846752608300186,-87.67245625706751
2017-12-28,0.06972056852417312,57303,11298,18062,21162,-0.4043697919290882,0.44722659807066506,38531,6781,15416.34,15505.51,13466.07,14398.7,-6.602865475226762,200239085.63,3.35784e+17,1291.0,0.906675003908064,601,0,26,115,88,41.84806286905261,-87.66916498008081
2017-12-29,0.1048839275798834,53295,8455,18195,20151,-0.4180385557226529,0.4640972542895237,35254,6494,14398.45,15109.81,13951.08,14392.57,-0.042573287866276566,9500000430860802.0,4.5481e+17,1291.0,0.0,574,3,15,108,94,41.84950668343168,-87.6682046168875
2017-12-30,0.12234642911024175,45862,7013,15513,16965,-0.39542423755156336,0.4918848540483074,28380,6371,14392.14,14461.46,11962.09,12531.52,-12.930630179321687,321315067.08,5.3723e+17,1291.0,0.0,620,1,16,96,111,41.846441354664435,-87.6670098923592
2017-12-31,0.13510914102211255,43801,6656,15564,16394,-0.38167586682252025,0.5004786419092849,29466,5187,13001.17,14241.82,12532.38,13850.4,10.524501417226318,9390000336990780.0,3.0745e+17,1291.0,0.0,542,0,2,114,115,41.84349564958821,-87.66932953674764
2018-01-01,0.11171257074661264,40361,6425,13258,14968,-0.3979860677302261,0.4872527571706253,26870,5710,13850.49,13921.53,12877.67,13444.88,-2.9278576792006072,8480000363919826.0,5.5507e+17,1291.0,0.0,872,1,59,144,210,41.84476538504704,-87.67034658402409
2018-01-02,0.07290642896541953,44014,8805,13642,16278,-0.3910278543543653,0.46289766896247,30381,5289,13162.34,15243.07,13101.72,14754.13,9.737907664478973,92020756.98,3.1187e+17,1312.05,1.630518977536788,558,2,25,121,85,41.84361398404369,-87.66973075381273
2018-01-03,0.11908670998486814,46443,7181,15941,17906,-0.3972265330148406,0.485406099669456,31033,5415,14891.64,15435.01,14579.71,15156.62,2.7279819277721047,9320000000220162.0,3.2085e+17,1314.9,0.21721733165658288,572,0,20,108,70,41.84625251362273,-87.67035634836117
2018-01-04,0.09178941263240413,54082,10157,18234,19254,-0.4113738243081948,0.467997816133589,35650,6437,15156.49,15408.66,14244.67,15180.08,0.15478385022518193,2328482386.46,3.4738e+17,1314.5,-0.030420564301469888,601,1,13,111,98,41.84601182489597,-87.67206510812584
2018-01-05,0.10587958684118774,37567,6543,12599,13840,-0.38108497160337823,0.4726043224143777,23704,4585,14983.22,17126.95,14876.8,16954.78,11.69097923067599,112688953.13000004,2.1101e+17,1317.15,0.20159756561430875,661,1,12,106,106,41.851327720925774,-87.67231744934246
2018-01-06,0.12257780428373365,26523,3984,8913,9209,-0.4028220559783855,0.4842178658824411,16022,4417,16535.7,17252.85,16286.57,17172.3,1.2829420375846778,8853032.59,3.0317e+17,1317.15,0.0,585,0,11,114,120,41.8507832797688,-87.67387087807361
2018-01-07,0.11292753168266967,21149,3426,6985,7397,-0.3985357864991892,0.48427134750180795,12835,3341,16525.68,16635.17,15791.13,16228.16,-5.498040448862406,108325.24,2.459e+17,1317.15,0.0,533,0,5,96,130,41.84576674289054,-87.6751346782716
2018-01-08,0.09757847248950118,52472,9473,16953,18880,-0.38802855500113376,0.4797173665335047,33597,7166,16228.26,16302.92,13902.31,14976.17,-7.714922702265693,97399542.21999995,2.9035e+17,1319.95,0.2125801920813908,618,0,17,143,91,41.84538136882011,-87.6737838441864
2018-01-09,0.07809975750156924,56306,11171,18318,19101,-0.4362693276816066,0.4787336509494546,36004,7716,14976.17,15390.28,14221.55,14468.5,-3.3898520115623665,7070000089521361.0,4.0935e+17,1311.0,-0.678055986969206,652,1,19,156,94,41.847025833854715,-87.66998333182529
2018-01-10,0.08130995557309544,56892,10814,18520,19961,-0.4130338118790913,0.4623297703833766,36193,7597,14468.09,14919.49,13450.54,14919.49,3.1170473787883965,118290932.89999998,4.0289e+17,1319.75,0.6674294431731509,714,0,27,162,113,41.84479093627758,-87.6742717958797
2018-01-11,0.041994311253987136,63934,14668,19618,20715,-0.4364545112094183,0.4463380438917959,41329,8933,14920.36,14979.96,12825.95,13308.06,-10.800838366458906,429782.09,3.4418e+17,1323.05,0.25004735745406403,699,0,10,135,89,41.85073946222922,-87.67561712936529
2018-01-12,0.09745079897714004,54809,9687,18931,18638,-0.4104250397470259,0.4539660033836621,34845,7553,13308.06,14129.08,12851.91,13841.19,4.006068502847149,287371.1,3.1402e+17,1326.8,0.28343600015117154,706,0,15,134,104,41.84670944078524,-87.67520149672687
2018-01-13,0.11562137350403145,42915,6718,14619,14715,-0.4093620408005324,0.4728858756961342,26653,6863,13841.19,14595.04,13830.28,14243.12,2.9038688147478675,313355161.53,4.8586e+17,1326.8,0.0,617,2,14,122,104,41.84427623209285,-87.6684023801954
2018-01-14,0.09899912844846337,40320,6689,12865,14112,-0.4016530207569662,0.469502128054516,25013,6654,14244.12,14415.67,13031.91,13638.63,-4.244084161335449,8790000297688786.0,4.0827e+17,1326.8,0.0,563,1,10,121,124,41.837076021251825,-87.66665373346784
2018-01-15,0.08393286807424243,47899,8523,14640,17669,-0.39531021855754894,0.4625986886351737,32211,7067,13638.63,14355.82,13416.71,13631.98,-0.04875856299348946,1012715307.0700002,4.9698e+17,1339.25,0.9383479047331944,529,0,16,110,91,41.8458771023977,-87.67271166863483
2018-01-16,0.04677497648321242,68998,15607,20744,25432,-0.4337452030174876,0.4676900713598551,42712,7215,13634.6,13648.84,10032.69,11282.49,-17.23513385436305,215754784.70000005,3.0896e+17,1333.85,-0.4032107522867312,613,0,21,120,91,41.84472248571475,-87.67232034137152
2018-01-17,0.052291883381411504,63760,14076,19723,24559,-0.4264610036717257,0.4595420693591132,39133,5402,11121.53,11564.03,9205.38,11162.7,-1.0617337130367388,2.90000000005968e+16,1.4131e+17,1335.65,0.1349477077632555,646,0,20,133,106,41.84364225894702,-87.67085955761526
2018-01-18,0.07993004094473953,60219,11537,19751,21812,-0.44727735551522346,0.4766050741163328,38718,7119,11162.7,12018.43,10642.33,11175.52,0.11484676646331682,555447.7600000001,1.7412e+17,1332.2,-0.25830120166211445,624,1,27,131,82,41.847558506108406,-87.67174873703074
2018-01-19,0.07740058835104112,54395,10452,17358,19404,-0.4299450021053737,0.4678331485348447,35995,7181,11175.52,11780.49,10867.18,11521.76,3.098200352198366,1.490000163818398e+16,5.0088e+17,1334.95,0.20642546164240105,707,1,20,172,82,41.84729068939262,-87.66733337885367
2018-01-20,0.10875014542127254,42628,7163,14549,13921,-0.4194052704274513,0.4721301515411093,26704,6995,11521.82,13031.04,11502.11,12783.94,10.954749968754783,11151556.85,5.2388e+17,1334.95,0.0,725,1,7,172,123,41.84497117452907,-87.668607200838
2018-01-21,0.10471515094411507,40449,5978,12856,13726,-0.4283617746874815,0.4705279115698959,24322,7889,12783.54,12787.35,11101.73,11549.93,-9.652814390555653,144593043.95,3.8667e+17,1334.95,0.0,717,0,12,156,124,41.8481057169818,-87.6683946422605
2018-01-22,0.07801913589684399,52717,9689,16318,19210,-0.4179409094643381,0.4665235141348323,35037,7500,11549.98,11913.74,10067.76,10814.52,-6.3672247364269685,139264121.6999999,4.3076e+17,1332.6,-0.1760365556762511,724,0,22,145,109,41.847756433613895,-87.67268620606113
2018-01-23,0.09017598930518876,58020,10778,19517,20237,-0.4086401268020183,0.4606721980628803,39455,7488,10814.52,11388.52,9980.5,10858.23,0.4041788262447055,14958881.959999995,4.2352e+17,1333.4,0.06003301815999953,717,0,22,145,102,41.845603478622714,-87.67022670091438
2018-01-24,0.10820505283208576,58615,10228,21426,19598,-0.3968890223022046,0.4464028872097486,39459,7363,10853.78,11531.6,10506.55,11429.02,5.2567499491169345,240349758.19,1.9266e+17,1353.7,1.5224238788060562,612,0,21,137,86,41.845553449869854,-87.67148207089475
2018-01-25,0.10911710865583073,57313,9438,19923,20911,-0.4039778009786059,0.4639914178355478,39142,7041,11428.11,11741.92,10930.34,11175.87,-2.214975562209176,22915492.959999993,3.0814e+17,1354.95,0.09233951392479957,640,2,11,112,87,41.837686782102,-87.66935463226541
2018-01-26,0.09343774097086642,37302,6982,11926,13348,-0.4202795445121733,0.4981337879363063,25645,5046,11077.52,11242.36,10346.86,11104.2,-0.6412923557629124,293227.58,2.1256e+17,1353.15,-0.13284623048820388,761,1,12,170,120,41.84832708613647,-87.67094609682249
2018-01-27,0.12057946696100635,40280,6423,13977,14004,-0.4383747690280869,0.4997292293380896,27156,5876,11104.34,11638.69,10879.2,11459.71,3.2015813836205886,674550890.18,3.027e+17,1353.15,0.0,754,1,9,181,123,41.85072103083912,-87.67038361777657
2018-01-28,0.11729460251754227,39412,6503,13345,13237,-0.4223438800389914,0.4973134478113989,26358,6327,11460.39,12064.19,11407.94,11767.74,2.687938874543949,448706537.8200001,4.2112e+17,1353.15,0.0,669,1,10,146,134,41.84659964290347,-87.67331362351129
2018-01-29,0.07894365619492635,36270,6113,10896,13441,-0.4531605392153447,0.47730745632588,24824,5820,11257.69,11420.78,11089.52,11233.95,-4.536045153954783,7390000318919634.0,3.7716e+17,1343.85,-0.6872852233677063,652,1,26,126,89,41.85138114165487,-87.66316239902159
2018-01-30,0.07648150055392047,54193,9344,15930,20699,-0.4294755534745776,0.4740305480614205,35933,8220,11234.32,11263.7,9871.21,10107.26,-10.029330734069497,440056533.29,3.7163e+17,1344.9,0.07813372028129263,634,0,18,134,76,41.84520460407767,-87.66625336521227
2018-01-31,0.07047489568593468,55502,9808,16735,20334,-0.4515651358387281,0.4655016201573177,37223,8625,10107.4,10377.96,9698.13,10226.86,1.1833078401070063,377110.75,2.4844e+17,1345.05,0.011153245594464069,708,0,22,143,96,41.841870926279185,-87.67065071495013
2018-02-01,0.04738321070387578,61412,13978,18588,21456,-0.4408355422236721,0.468951164635913,39206,7390,10205.43,10280.84,8726.95,9114.72,-10.874696632201877,3.6900003722563976e+16,3.7424e+17,1341.35,-0.2750827106799081,720,0,52,121,108,41.83679228255081,-87.66893975734051
2018-02-02,0.04635052246636927,71403,16373,21990,25210,-0.4324523683618908,0.4611498613539701,45556,7830,9114.73,9147.93,8065.59,8870.82,-2.6758913054926503,1.2140004502388152e+16,1.34138e+17,1331.15,-0.7604279270883696,672,2,33,144,102,41.850041493953405,-87.67225181107668
2018-02-03,0.08454596671213538,48664,9187,15938,17358,-0.43342889955507297,0.4754698960847469,32356,6181,8872.87,9504.37,8194.68,9251.27,4.2887805185992,39867364165.9,1.5871e+17,1331.15,0.0,627,1,19,155,101,41.841201158724786,-87.66830958294878
2018-02-04,0.0937175133475476,44837,8336,14925,15524,-0.419647692343734,0.4763498903215118,29170,6052,9251.27,9400.99,7889.83,8218.05,-11.168412553087316,121489615.45,4.2604e+17,1331.15,0.0,511,0,12,108,110,41.84856459893504,-87.67326205368305
2018-02-05,0.07001888058824643,49238,11658,17648,15312,-0.4061416597538705,0.4495168203932329,29762,4620,8218.05,8367.27,6736.82,6937.08,-15.587274353405002,625525.22,1.0643e+17,1333.6,0.1840513841415259,539,0,21,102,82,41.84554208126965,-87.66799901596809
2018-02-06,0.05141449530984935,103610,19926,29597,48134,-0.4329935665979725,0.4626827524377601,65887,5953,6936.43,7932.38,5968.36,7701.25,11.015729961309374,1262258.64,2.8327e+17,1331.4,-0.1649670065986708,588,0,18,148,92,41.84536106921842,-87.66983291737881
2018-02-07,0.08567939192579524,79556,12435,23393,36103,-0.4115178379098921,0.4818095138558805,54795,7625,7701.25,8572.68,7208.86,7592.72,-1.4092517448466182,4511584201.39,1.54648e+17,1324.65,-0.5069851284362326,541,1,23,129,88,41.84180944519814,-87.67039995881491
2018-02-08,0.08802762359229173,73965,10599,21400,32445,-0.4246941703338806,0.4745371676507818,50143,9521,7593.78,8643.94,7590.48,8260.69,8.797506032093905,613839.9899999999,1.7711e+17,1315.45,-0.6945230815687209,556,2,12,137,95,41.846989760279776,-87.67396974696574
2018-02-09,0.07848871281703328,70431,11192,20045,29891,-0.4146970670277375,0.4716752240484898,48476,9303,8259.26,8740.51,7775.36,8696.83,5.279704237781591,1.960000034961021e+16,1.3579e+17,1314.1,-0.10262647763124022,505,0,19,123,95,41.849872789497006,-87.67228127075045
2018-02-10,0.07665873617666713,58622,9109,16211,25483,-0.4251026211846005,0.4781779407833458,40288,7819,8696.83,9081.49,8176.25,8569.29,-1.4665113610361382,549873.89,2.6633e+17,1314.1,0.0,533,0,13,118,99,41.85014535833147,-87.67267317344576
2018-02-11,0.08636435253897183,55630,7012,15098,25306,-0.42501070978578337,0.4688238476403906,37858,8214,8569.32,8573.35,7862.31,8084.61,-5.656011174788122,687566746.33,1.3541e+17,1314.1,0.0,537,0,12,132,104,41.848617862947606,-87.66914787602622
2018-02-12,0.10008611681005147,66722,8103,19292,30188,-0.4102008837719205,0.4716423273337837,46687,9139,8084.61,8997.34,8084.41,8911.27,10.225106715104392,1.6500002316744928e+16,5.7059e+17,1322.3,0.6240012175633636,571,0,17,139,84,41.84084266749207,-87.66887430946748
2018-02-13,0.10330398177805354,53838,8358,17777,19736,-0.4181688517450901,0.4617729658984649,36570,7967,8911.17,8955.15,8379.35,8544.69,-4.113667299947144,1086455013.0900004,5.5843e+17,1325.35,0.2306587007486982,641,0,21,139,103,41.84731667918209,-87.67406320845694
2018-02-14,0.09758382336225252,62483,8493,18453,27809,-0.4295378343213864,0.487838794528123,41956,7728,8621.23,9508.22,8618.42,9485.64,11.012102252978153,1.340000034622373e+16,5.1729e+17,1336.25,0.8224242652884239,660,0,25,167,113,41.84197397371994,-87.66912081372301
