date,compound_score_weighted,total_volume_of_tweets,count_negatives,count_positives,count_neutrals,sent_negatives,sent_positives,count_news,count_bots,open,high,low,close,bitcoin_close_change,volume_btc,volume_currency,gold_value,gold_change,total_crimes,computer_related,financial_crimes,num_arrests,num_domestic,avg_latitude,avg_longitude
2018-02-15,0.0796404754662284,67030,9966,19455,29583,-0.44243524482887503,0.4726273278007497,45797,8026,9485.64,10223.58,9363.38,10033.75,5.778313324140494,671729.8200000001,1.42796e+17,1352.45,1.2123479887745647,699,1,27,179,125,41.844189414613034,-87.67133511285671
2018-02-16,0.09831137508277374,67375,9052,19615,29542,-0.4419097762256104,0.4967741436617893,47140,9166,10033.75,10303.14,9720.38,10188.73,1.5445870188115052,46384306746.569984,1.5181e+17,1352.1,-0.02587896040520121,662,0,18,121,94,41.84345718415196,-87.67154265914287
2018-02-17,0.1073480755276875,55052,6059,15271,24610,-0.4308667316422687,0.4944201661154764,37505,9112,10188.73,11119.45,10074.07,11097.21,8.916518545490938,1.4500000198896728e+16,1.21336e+17,1352.1,0.0,603,0,11,101,111,41.849849650760866,-87.67315946036464
2018-02-18,0.08095937583794252,28922,4778,8593,10404,-0.4260925254033596,0.4761565022618634,19179,5147,11097.21,11131.93,10161.01,10417.23,-6.127486097857027,1.400000000043766e+16,7.635e+16,1352.1,0.0,586,0,7,125,116,41.8439909883804,-87.67236180024956
2018-02-19,0.10468975018592808,32007,5079,10339,11611,-0.41906406171580746,0.4786530827639661,22214,4978,10846.15,11265.96,10740.28,11182.28,7.3440828320004545,12225767.589999998,2.9129e+17,1346.6,-0.4067746468456424,624,0,19,128,108,41.841160319625374,-87.66728183741962
2018-02-20,0.11148000386116168,49938,7731,17492,17573,-0.4230064717819419,0.4588692736384039,33977,7142,11182.28,11802.23,11130.95,11256.43,0.663102694620421,551013.1799999999,5.6339e+17,1339.85,-0.5012624387345954,641,0,18,127,98,41.84373950333709,-87.67128009437185
2018-02-21,0.10483123127761287,47300,6990,15576,17690,-0.4015103363232475,0.4554254621707497,32282,7044,11256.78,11295.58,10256.21,10481.66,-6.882910478721947,44046721845.51,8.2216e+16,1330.5,-0.6978393103705516,636,1,18,146,91,41.84686973434656,-87.66976745711078
2018-02-22,0.08810468641697722,47121,8007,15115,16857,-0.4449045505392229,0.4683737393064408,32425,7142,10481.66,10941.57,9757.19,9847.96,-6.045798089233968,13334702702.77,1.33819e+17,1328.35,-0.16159338594513573,678,0,14,158,115,41.84250573384124,-87.67092940779972
2018-02-23,0.1108868191920445,42578,6210,14022,16150,-0.40132644276133017,0.4689526062647808,29941,6196,9847.96,10420.67,9604.0,10175.51,3.3260695616148084,176595626.31000003,1.11264e+17,1327.95,-0.03011254563931587,669,0,15,169,95,41.84139427705568,-87.66815558239705
2018-02-24,0.11462246932261175,36495,5234,12091,13245,-0.3979420911522789,0.4598274087370176,25130,5925,10175.51,10528.0,9396.54,9705.73,-4.616771051279012,466686.9900000001,4.7159e+17,1327.95,0.0,681,1,8,159,130,41.848238881288026,-87.67271097384192
2018-02-25,0.13572239875055409,1780,241,667,512,-0.4218663346883468,0.4455911092530669,1172,360,9621.1,9712.72,9570.94,9610.11,-0.9851912220925074,25704.51,8.31e+16,1327.95,0.0,655,0,12,133,135,41.851854364021406,-87.67226944348539
2018-02-26,0.1093106236550471,38127,5328,12719,14373,-0.4088987095944692,0.4523280089461312,26788,5707,9645.96,10457.51,9411.82,10326.5,7.454545265350765,147106953.55,2.6182e+17,1333.5,0.4179374223427068,625,0,16,153,88,41.83862549096768,-87.66762011003546
2018-02-27,0.09707529960558584,49208,7910,15680,18042,-0.4239200891683164,0.4684613292290239,33938,7576,10326.5,10879.38,10154.24,10594.76,2.5977824044932882,230863874.47,4.48116e+17,1325.75,-0.5811773528308972,690,0,26,159,99,41.84576665898246,-87.67101528221718
2018-02-28,0.0978148058512032,46854,7497,15096,17282,-0.4182584032416279,0.4673151016840405,32385,6979,10594.76,11067.76,10303.14,10334.44,-2.457063680536409,454038.9200000001,2.65533e+17,1317.85,-0.5958891193663995,646,0,21,154,101,41.84507453036177,-87.66747273173607
2018-03-01,0.10027433560289664,44440,6506,13912,16248,-0.4253458391707148,0.4630189102373547,30083,7774,10334.44,11090.3,10247.56,10929.37,5.756770565216884,396439.63,4.75337e+17,1307.75,-0.7663998178851883,814,0,67,145,142,41.849122025397975,-87.67500963739046
2018-03-02,0.01690463510848127,1168,344,294,376,-0.3656758720930227,0.4861693877551016,839,154,11127.77,11138.88,10977.63,11043.12,1.0407736219013586,140542776.0,3550000000000000.0,1322.3,1.1125979736188008,692,0,23,178,104,41.837524660724675,-87.6697357622521
2018-03-03,0.13169311339341205,3671,523,1226,1168,-0.4195357161394425,0.4944407538516997,2261,754,11326.17,11479.81,11289.81,11465.36,3.823557110671616,34763.18,1.072e+16,1322.3,0.0,664,0,13,157,132,41.84856803754932,-87.67473831136265
2018-03-04,0.0902096179183134,931,161,290,308,-0.4472763975155281,0.4844158620689651,587,172,11417.53,11527.95,11417.34,11527.57,0.5425908998932361,13282.2,3250000000000000.0,1322.3,0.0,648,0,11,147,128,41.84995223933593,-87.67476098947681
2018-03-05,0.0900072623594631,43619,6986,13464,16243,-0.4241510087009628,0.4678979181536729,30378,6926,11503.94,11694.15,11431.55,11440.73,-0.7533244213654755,1003013365.28,4.1682e+17,1320.4,-0.14368902669590344,663,1,22,153,111,41.840651790735286,-87.67237382079722
2018-03-06,0.10894040278125344,24445,3758,7953,8683,-0.4093000257570642,0.470971096673589,16452,4051,10968.61,11037.55,10589.28,10699.05,-6.482803107843647,249645.06,1.6184e+17,1331.4,0.8330808845804283,651,0,21,142,108,41.84740646049148,-87.67299596274253
2018-03-07,0.0790506006858025,19541,3729,5808,7448,-0.3848852825332935,0.4741665912321031,13178,2556,10682.75,10732.93,9653.34,9895.98,-7.505993522789401,5.940000000027473e+16,9.883e+16,1329.4,-0.15021781583295368,654,1,18,153,90,41.846470987902734,-87.67287794597239
2018-03-08,0.08227159714986189,48214,8249,14434,17611,-0.41575562049433895,0.4664203968845443,31371,7920,9928.56,10119.21,9086.85,9312.57,-5.8954242025549775,595715.6000000001,1.5858e+17,1321.0,-0.6318639987964558,659,0,26,133,96,41.84627358779419,-87.6745390199573
2018-03-09,0.07759252719611562,47604,8672,14876,16247,-0.4242926648477352,0.4567384155663592,31298,7809,9316.77,9433.38,8393.45,9279.12,-0.35919193090627743,698598.8299999997,1.6184e+17,1320.6,-0.030280090840284487,743,0,22,164,101,41.84645626324728,-87.66982042087366
2018-03-10,0.07097544207377132,36090,6285,10836,11927,-0.4832807763601415,0.4750944818627724,22992,7042,9252.76,9518.62,8727.43,8797.27,-5.1928415625619655,530622926.81999993,3.1928e+17,1320.6,0.0,682,0,12,159,136,41.84456489246471,-87.6689237097176
2018-03-11,0.09608742558634206,36309,5290,10520,12598,-0.4499516639281687,0.4867277143878909,22446,7901,8797.27,9735.64,8484.32,9532.58,8.358388454600108,604749.75,3.8278e+17,1320.6,0.0,617,0,7,142,144,41.84094364827968,-87.67311327580174
2018-03-12,0.08991223155223141,46743,7141,13705,17633,-0.4324934292346652,0.4752395836921219,31363,8264,9543.98,9907.41,8796.52,9122.83,-4.298416588163956,608019419.4,1.21371e+17,1319.15,-0.10979857640465164,661,1,27,132,100,41.84291177861621,-87.6712140703211
2018-03-13,0.10012179335183603,45200,6387,12966,16795,-0.4109696379876841,0.4817686946493261,29854,9052,9142.27,9486.12,8856.65,9153.35,0.33454531104932794,851514094.92,7.4579e+16,1322.75,0.27290300572337944,638,2,16,127,102,41.84259460575392,-87.66912712317502
2018-03-14,0.06614683230513489,49799,8382,13797,18308,-0.4471673663666913,0.470960925959705,32443,9312,9160.12,9360.66,8003.27,8233.6,-10.048233706784947,591500.0599999999,3.43972e+17,1323.55,0.06048006048005039,664,0,14,164,104,41.84289481876736,-87.67408921763744
2018-03-15,0.08119059055966169,48995,8084,14680,17887,-0.4278304086339914,0.4630926645352857,32508,8344,8216.22,8411.7,7698.47,8285.49,0.6302225029148678,645716898.2899997,1.02214e+17,1318.75,-0.3626610252729368,690,1,27,135,108,41.84280178308188,-87.6716669387017
2018-03-16,0.0745258835526149,46845,8830,14485,16539,-0.4140220167148605,0.4579372499093288,32717,6991,8267.95,8616.63,7924.11,8321.5,0.4346152128600789,160558986.67,4.4059e+17,1310.1,-0.6559241706161179,702,1,15,146,108,41.84428838436263,-87.66860478760437
2018-03-17,0.09423051561030957,37836,5674,10964,14462,-0.4061572986738551,0.4777761097904484,25488,6736,8283.23,8339.48,7785.97,7883.45,-5.2640749864808045,1493012123.0699995,4.9727e+17,1310.1,0.0,775,0,16,171,142,41.84928785350838,-87.67162306678537
2018-03-18,0.08495984119763607,37813,6447,11726,13542,-0.4245167035592286,0.4675178502164532,24116,6098,7882.67,8299.86,7318.46,8215.4,4.210719925920747,737427.4599999997,3.40919e+17,1310.1,0.0,686,0,14,134,150,41.845235108782724,-87.66945571886927
2018-03-19,0.09192717402573193,44083,7568,13678,16338,-0.3880516880885205,0.4665251965229269,30755,6499,8215.5,8725.6,8129.66,8623.14,4.963118046595416,747639867.39,1.7594e+17,1312.4,0.17555911762461296,657,1,25,128,93,41.84686734948543,-87.67128014367235
2018-03-20,0.08671092143291037,41824,7333,13244,15041,-0.4310851883285247,0.4725877750315561,29188,6206,8623.14,9056.23,8339.8,8920.71,3.45083113575797,381133400.67,3.11514e+17,1311.0,-0.10667479427004524,711,0,29,147,122,41.84510082799716,-87.67393409649569
2018-03-21,0.07847241126707521,45757,7683,13576,17495,-0.4348738773754515,0.4736051582398682,31837,7003,8920.53,9184.51,8778.69,8934.95,0.15962854974549412,1723689165.11,3.00232e+17,1321.35,0.7894736842105177,687,0,24,157,114,41.83992271602776,-87.67442608334689
2018-03-22,0.08966722665838528,41612,6628,12845,15758,-0.4260383721957549,0.4666596478864263,28699,6381,8911.37,9107.0,8500.88,8724.98,-2.3499851705941377,1923082417.28,5.5517e+17,1329.15,0.5903053695084814,669,0,23,128,79,41.84125342149625,-87.66727060602871
2018-03-23,0.08782642888951908,37476,5852,10846,14360,-0.4014795953177136,0.4715239466392909,25497,6418,8724.98,8888.07,8307.58,8880.79,1.7857920591222154,598264262.69,2.15619e+17,1346.6,1.3128691268855963,752,0,16,168,98,41.84036335665822,-87.66801001289053
2018-03-24,0.1158223067102018,32619,3790,9574,13075,-0.3884267957663792,0.4733801510571544,21491,6180,8935.51,9036.23,8592.25,8605.27,-3.1024266985256954,3350194847.29,6.01773e+17,1346.6,0.0,648,0,6,133,121,41.84877062149534,-87.67116132939479
2018-03-25,0.12490993808354993,29409,3469,9132,10857,-0.3955856204261578,0.4720762111497692,19285,5951,8548.39,8690.36,8395.85,8480.04,-1.4552710141575995,2094178118.81,2.91879e+17,1346.6,0.0,676,0,9,172,132,41.84198920320658,-87.67110283006252
2018-03-26,0.10010742732642887,37045,5519,11645,13818,-0.427791115311202,0.4726173809707965,25195,6063,8472.56,8521.04,7869.27,8152.2,-3.866019499908036,263086583.13,5.31244e+17,1352.4,0.4307143918015788,695,0,32,141,118,41.840633763582176,-87.67111563936744
2018-03-27,0.10853584422835053,37855,5445,12262,13826,-0.4191922202396659,0.4645496578964216,25527,6322,8152.18,8226.24,7752.3,7818.95,-4.0878535855351945,2399992841.24,5.79863e+17,1341.45,-0.8096716947648686,673,1,15,140,116,41.84026943826765,-87.6742489542675
2018-03-28,0.09775577973495984,37419,5416,11574,13864,-0.4416251526070488,0.4702610700789955,24951,6565,7808.42,8115.99,7752.6,7949.13,1.6649294342590881,6881192492.969999,4.509e+17,1332.45,-0.6709158000670956,687,0,22,150,113,41.844884718134686,-87.67379097341595
2018-03-29,0.08064179992992483,39998,6790,11936,14461,-0.4326466467159326,0.4697246869706202,25726,6811,7959.78,7983.77,6927.11,7106.62,-10.598769928281461,285501482.23999995,4.9177e+17,1323.85,-0.6454275957822109,628,0,19,135,99,41.85232387665813,-87.67512448898881
2018-03-30,0.0803715690890948,39220,7033,12043,14073,-0.4231310448294854,0.4677548329793027,25413,6071,7106.62,7280.27,6595.26,6853.76,-3.5580909067883137,207592721.16,1.39012e+17,1323.85,0.0,704,1,19,157,109,41.844545622911184,-87.66964819819492
2018-03-31,0.08947995263268793,31121,4989,9341,10899,-0.4314314551254907,0.471539922174079,20245,5892,6853.75,7228.4,6806.34,6946.36,1.351083201045844,530249519.85,2.0685e+17,1323.85,0.0,691,1,7,151,123,41.839517885452,-87.66750460479211
2018-04-01,0.09351742383980664,30870,4773,9669,10784,-0.4268101880809812,0.4561984443898046,20023,5644,6943.77,7056.22,6463.54,6815.15,-1.888902965006134,1137699583.15,6.56811e+17,1323.85,0.0,714,1,47,118,159,41.84107002158787,-87.67220096129324
2018-04-02,0.10404623678699487,36501,5252,11626,13902,-0.43221228214968704,0.4737415573429842,25383,5721,6835.58,8218.66,6792.3,7074.6,3.806959494655304,14723796490.21,3.2844e+17,1323.85,0.0,673,3,16,131,108,41.83884494900897,-87.67398864480175
2018-04-03,0.09459993084683917,27237,4738,8553,9802,-0.4239670012344652,0.4885738028294809,18978,4144,7353.98,7528.97,7297.16,7438.36,5.141774799988674,358748.0099999999,4.0227e+17,1333.45,0.7251576840276552,604,1,24,136,99,41.8425016433472,-87.6700387812805
2018-04-04,0.0971925063988716,36284,5361,11245,13679,-0.4457338319772453,0.4750336948925687,24299,5999,7434.3,7442.42,6727.09,6815.5,-8.3736199915035,533250.0199999999,3.5097e+17,1337.3,0.2887247365855439,697,1,22,140,96,41.84560056197829,-87.67264426648342
2018-04-05,0.07364703846522465,38237,6612,11211,14209,-0.4385567861657642,0.469598619449526,25648,6205,6815.5,6933.66,6602.38,6823.81,0.12192795833028125,21435394925.43,1.3865e+17,1327.7,-0.7178643535481921,669,0,17,145,107,41.8441157269354,-87.66964774204502
2018-04-06,0.08280701993859722,37778,6337,10929,13636,-0.4008647565490677,0.4667437616382462,25037,6876,6790.45,6869.53,6527.07,6633.14,-2.794186825248657,1018446930.04,6.9715e+17,1331.2,0.2636137681705231,695,1,18,157,111,41.84169634886647,-87.66831144134251
2018-04-07,0.08881452902661376,31524,4865,9713,11390,-0.42379116537503975,0.4531612699869616,20754,5556,6634.86,7083.85,6624.47,6921.33,4.3446994937540895,1077349294.6,5.8887e+17,1331.2,0.0,636,3,13,150,126,41.841548134062855,-87.66779907843555
2018-04-08,0.1019522740283786,34563,5386,10995,12411,-0.4249368760516279,0.4770624211699208,20496,5771,6917.2,7130.14,6911.02,7041.45,1.7355045923254542,29104491882.93,2.1971e+17,1331.2,0.0,616,1,15,127,127,41.84295922068404,-87.66830723130451
2018-04-09,0.10013404513991844,39399,5918,12202,15140,-0.41725953168290814,0.4761939333262211,25180,6139,7049.92,7204.28,6633.69,6787.03,-3.613176263411655,3160632738.15,2.68315e+17,1331.95,0.05634014423077094,660,2,25,134,100,41.83798055370685,-87.66907553149154
2018-04-10,0.09332042724238344,39156,6868,12243,13875,-0.4191822265977419,0.4874327356132056,25234,6170,6789.53,6922.84,6676.72,6863.53,1.1271498726246998,3691724261.83,4.47588e+17,1338.95,0.5255452532001881,712,0,17,156,101,41.84547232519915,-87.67026171687141
2018-04-11,0.0953243272970138,39276,5707,11592,15664,-0.4122637635264046,0.4743743006550689,26942,6313,6871.07,6999.37,6839.16,6990.2,1.8455517787494105,2412067617.49,3.16734e+17,1350.75,0.8812875760857428,766,0,11,136,114,41.839823433731105,-87.66523916315133
2018-04-12,0.0929139556207103,46190,7131,13814,18268,-0.4036208286187323,0.47069957769563303,30005,6977,6977.04,7987.82,6791.33,7928.66,13.42536694229064,489375194.87,2.73361e+17,1341.35,-0.6959096798075161,749,0,20,138,135,41.844775066353996,-87.67034712745883
2018-04-13,0.0939791336690603,42055,6619,13404,16053,-0.4068271382960467,0.4596622400931701,29184,5979,7927.73,8237.16,7758.8,7894.25,-0.4339951517658758,164094350.52000007,1.47709e+17,1343.7,0.17519663026057675,781,0,19,149,133,41.840498634471054,-87.67059108462301
2018-04-14,0.10077370217727066,32629,4649,10220,12016,-0.4271471278414052,0.4625238189522216,22237,5744,7898.74,8195.34,7841.19,8009.8,1.4637235962884354,987678885.0800002,5.06238e+17,1343.7,0.0,688,0,15,130,116,41.85050050930587,-87.66967228257944
2018-04-15,0.12081842958080355,32856,3895,10513,12688,-0.4198445143605443,0.4675632071099663,21885,5760,8022.51,8437.03,8021.04,8386.64,4.7047366975454965,2381343828.19,5.18332e+17,1343.7,0.0,599,0,15,96,108,41.847970213067256,-87.6681517961814
2018-04-16,0.10605261517110744,38242,5520,11789,14616,-0.4110216444034735,0.4804296376458313,26689,6317,8376.73,8430.93,7929.24,8077.68,-3.683954479982444,981001906545663.4,6.19826e+17,1349.35,0.4204807620748596,731,1,20,113,108,41.844192833649785,-87.66903583614834
2018-04-17,0.10937404338147354,38158,5169,11902,14259,-0.4286005156753713,0.4727597794005802,25985,6828,8079.77,8187.6,7858.12,7915.33,-2.0098592665220743,796106032.1099999,4.7504e+17,1342.1,-0.5372957349835117,699,0,19,141,107,41.839188398149616,-87.66483386503744
2018-04-18,0.06965419997711231,42225,7489,12266,15060,-0.4528323407830624,0.474840246432444,29055,7410,7921.65,8246.57,7908.92,8181.61,3.3641048446495514,661177991.7099999,3.8637e+17,1351.45,0.6966693987035422,625,2,22,118,93,41.848436430137134,-87.66995946573381
2018-04-19,0.08617220201203556,40474,6641,11721,14542,-0.4270100796416579,0.4819812012506759,27555,7570,8189.92,8320.98,8136.42,8312.87,1.604329710167085,661246929.3099997,6.0008e+17,1348.6,-0.2108846054238112,722,0,17,165,98,41.84343043914578,-87.66896811733206
2018-04-20,0.11420227023484256,38544,5034,12187,14128,-0.4315508780712976,0.4758260720975278,25475,7195,8301.82,8945.14,8243.49,8877.08,6.7871866154529,566840550.0200001,5.51944e+17,1336.75,-0.8786890108260392,797,1,15,177,119,41.847698943659466,-87.67146717083223
2018-04-21,0.12654592436248746,32870,3957,10283,12127,-0.4135981194171479,0.482369136970625,21515,6503,8877.15,9047.82,8631.18,8935.72,0.6605775773114608,217803073.84000003,2.20894e+17,1336.75,0.0,677,0,13,158,120,41.847687218753364,-87.6736122929807
2018-04-22,0.12643659015244213,33676,3792,10254,12306,-0.41545917687239226,0.4789666586571777,21021,7324,8935.85,9043.98,8788.44,8823.36,-1.257425255043787,1261745933.0899994,7.94782e+17,1336.75,0.0,697,0,8,144,136,41.84610650543709,-87.66979541992052
2018-04-23,0.09479885854595477,39833,5421,11595,15453,-0.4247800401753108,0.4669649215187607,26686,7364,8823.46,9025.73,8804.2,8968.25,1.6421181953360175,626160070.05,2.9626e+17,1324.3,-0.931363381335326,715,0,10,130,119,41.84866315211285,-87.67036837482506
2018-04-24,0.08749208424643726,45379,7380,14316,15856,-0.4328723053441436,0.4543070299248034,29524,7827,8967.86,9741.91,8957.68,9682.82,7.9677752069801775,181668548.33,5.40668e+17,1328.85,0.3435777391829653,714,0,17,144,120,41.84268601489424,-87.66919420847111
2018-04-25,0.09827981235056446,39989,5860,12295,14914,-0.4210467454896238,0.4637400523770418,26377,6920,9657.69,9765.23,8757.06,8853.32,-8.566719199572027,728731.78,1.6387e+17,1321.65,-0.5418218760582351,750,1,16,174,109,41.842169468067006,-87.67337465859518
2018-04-26,0.10471296253075896,35677,5035,11261,12786,-0.4052109094501084,0.4511657699957467,23154,6595,8873.57,9315.13,8669.38,9282.12,4.843380788224083,326944637.80000013,1.84962e+17,1320.7,-0.07187984716074958,730,0,23,131,110,41.840127267943615,-87.66693232660526
2018-04-27,0.1098996036438794,33331,5179,10482,11128,-0.3809748494905463,0.4701702285446253,20626,6542,9289.01,9385.87,8933.01,8934.0,-3.750436322736628,434223585.28,5.7399e+17,1321.5,0.06057393806313537,772,3,15,177,116,41.83928966465105,-87.66928044804432
2018-04-28,0.1152684654418546,28185,3515,8225,10014,-0.4023634387519837,0.4759267050356377,17101,6431,8938.47,9435.9,8892.52,9355.75,4.720729796283862,571389526.28,5.5996e+17,1321.5,0.0,678,2,14,128,121,41.83883385028191,-87.6681580446128
2018-04-29,0.10745664848222036,27674,3670,7861,9650,-0.4190565404297761,0.4858611069184503,16815,6493,9349.94,9552.67,9189.07,9413.54,0.6176950004008308,594602756.0300001,3.2313e+17,1321.5,0.0,725,0,6,161,150,41.843007428586674,-87.67085272493479
2018-04-30,0.1072830595935741,31382,4230,9234,11323,-0.4017411425885977,0.4736208421205304,19571,6595,9407.35,9459.81,9133.6,9241.25,-1.8302360217304137,968000224331962.8,4.0403e+17,1313.2,-0.6280741581536131,789,1,28,151,132,41.84033321240668,-87.66668215569312
2018-05-01,0.11303503440614747,32474,4620,10132,11109,-0.4407973001837575,0.4900104886249183,20454,6613,9248.25,9251.66,8851.1,9087.93,-1.6590829162721477,1504761968.9,3.2634e+17,1307.1,-0.4645141638745187,988,0,64,163,155,41.83895233790175,-87.66477019307513
2018-05-02,0.11884987356344864,35627,4671,10781,13235,-0.38230866976450006,0.4814278352631297,22516,6940,9077.28,9271.62,8237.38,9229.04,1.552718825959265,985000610690087.6,3.35476e+17,1304.2,-0.22186519776603567,787,0,28,172,125,41.84108335923785,-87.66909935080567
2018-05-03,0.10812027036732774,36881,4828,10688,15172,-0.396815042955824,0.4895093366025914,24122,6193,9232.19,9817.19,9172.28,9745.04,5.591047389544301,372379545899.21,4.25502e+17,1315.05,0.8319276184634239,739,0,18,144,133,41.83980280459462,-87.67040073641094
2018-05-04,0.12808488451280206,34793,4376,11440,12946,-0.4166625121121487,0.4891038828618071,22278,6031,9746.26,9785.15,9547.21,9702.65,-0.4349905182533975,2084965177.88,3.34703e+17,1309.4,-0.4296414584996633,813,0,17,194,131,41.839216889918134,-87.66942381291443
2018-05-05,0.08321756844710304,32381,5234,9325,11268,-0.4505619223980468,0.4839238021828138,19054,6554,9700.37,9968.85,9687.09,9839.32,1.4085842527556958,485796133.73,3.159e+17,1309.4,0.0,851,0,16,173,164,41.84167246329928,-87.6721878590998
2018-05-06,0.07565766840963456,29529,4814,8021,10005,-0.4477621067079824,0.4857362977221184,17415,6689,9846.44,9936.96,9441.93,9641.53,-2.010199891862441,1495899513.61,4.5302e+17,1309.4,0.0,711,0,7,141,164,41.84699772784092,-87.6689024904318
2018-05-07,0.047937844191144066,37281,7818,10107,12833,-0.4141419386297712,0.4642035570976946,24085,6523,9643.99,9662.23,9202.13,9381.18,-2.70029756687995,349150440.15,4.8343e+17,1309.4,0.0,802,0,12,153,122,41.838685684166094,-87.66931656481133
2018-05-08,0.08865505148903162,40079,5957,12005,15068,-0.4103329516695155,0.4541925748810173,26218,7049,9377.08,9472.09,9063.07,9209.26,-1.8326052799327968,870000243135434.8,2.8565e+17,1306.6,-0.21383839926685244,803,0,22,180,128,41.83860152419466,-87.67184141916573
2018-05-09,0.11499125443074727,33924,4201,10205,13105,-0.3989260844449529,0.4727975792150666,22004,6413,9196.13,9373.46,8987.27,9321.16,1.2150813420405138,299560723.99,4.3252e+17,1313.85,0.5548752487371855,788,0,11,167,121,41.83524127094111,-87.66936131079252
2018-05-10,0.12028213191654745,35534,4257,10928,13279,-0.3948834568472399,0.471654645246496,22832,7070,9321.52,9393.95,9017.13,9041.64,-2.998768393633411,630992713.13,4.1019e+17,1318.8,0.37675533736727385,777,3,19,154,118,41.843307279953535,-87.67145994236387
2018-05-11,0.09869021726004668,37161,5483,11128,13818,-0.3956323797213629,0.4661543981897109,23955,6732,9032.22,9032.27,8363.5,8429.49,-6.770342548475716,474240.70000000007,5.8556e+17,1324.35,0.4208371246587683,729,0,14,152,101,41.84751024202638,-87.6711954369124
2018-05-12,0.10613755742876414,31893,3689,8486,11962,-0.4071386225551974,0.4795241361898244,19027,7756,8420.82,8651.67,8225.97,8479.89,0.5979009406263058,1008470574.19,7.2632e+17,1324.35,0.0,697,1,10,141,142,41.844862717830964,-87.67025185279779
2018-05-13,0.11047324518092608,30038,3801,8823,10630,-0.43832740317547936,0.4820219217364303,18379,6784,8488.07,8773.96,8354.08,8709.46,2.707228513577409,3134796060.7099986,3.8788e+17,1324.35,0.0,689,0,2,124,164,41.84376292226639,-87.67379281897387
2018-05-14,0.11311404427061494,36922,4642,11115,13756,-0.4266578733422394,0.4828017260240437,23465,7409,8709.46,8883.0,8312.72,8686.76,-0.2606361358798215,1688359580.57,4.249e+17,1319.85,-0.3397893306150146,788,0,22,134,140,41.84259769500128,-87.66788068388783
2018-05-15,0.12502902759842252,37569,4008,10583,14951,-0.3892462754920789,0.4981966446493784,23690,8027,8672.88,8848.69,8441.25,8480.16,-2.3783320823874576,671225575.0799999,3.7578e+17,1295.0,-1.882789710951993,743,0,19,119,124,41.84074127237142,-87.66698974428304
2018-05-16,0.12362462557906052,36901,4233,11363,13354,-0.40788168455026136,0.4712801409271457,22791,7951,8480.16,8501.65,8119.17,8346.17,-1.5800409426237172,5116341557.46,4.0282e+17,1291.25,-0.2895752895752945,760,0,12,141,120,41.84125593318544,-87.66705640501854
2018-05-17,0.11751003019996675,38155,4772,11800,14179,-0.3998864780636365,0.4683167644107138,24366,7404,8342.69,8476.45,8015.77,8079.35,-3.1969154714078347,699062059.4499997,3.9e+17,1289.5,-0.13552758954501476,793,0,13,148,134,41.844362383306716,-87.67190399165393
2018-05-18,0.10138677586283444,36581,5396,10630,13395,-0.3817225323578095,0.4727724089038407,22948,7160,8071.04,8280.45,7940.35,8244.29,2.041500863312029,691149615.59,3.905e+17,1288.3,-0.09305932531989967,797,0,26,167,119,41.84423406569885,-87.67054645456804
2018-05-19,0.12075315529473644,27846,3361,7989,9544,-0.3784651127881536,0.4748080490660662,16626,6952,8247.91,8397.27,8160.8,8241.48,-0.034084196455985705,931011112392322.0,3.6777e+17,1288.3,0.0,758,1,5,161,135,41.844568741013305,-87.67292440109587
2018-05-20,0.11681357187074748,27705,3277,7870,9232,-0.4026988402408852,0.4707451589049541,16687,7326,8249.24,8591.45,8181.46,8526.73,3.4611501817634727,964670083.32,3.3009e+17,1288.3,0.0,761,0,6,147,154,41.842523431229075,-87.67260883303456
2018-05-21,0.10080940073576168,31759,4467,9118,11114,-0.4211789597459248,0.4811778816831753,20291,7060,8533.22,8585.85,8347.88,8415.73,-1.3017886106397203,448330590.59,1.7051e+17,1288.35,0.0038810835985447776,713,1,17,141,103,41.83725628909488,-87.6720958053201
2018-05-22,0.12647521438501175,35114,5025,10576,11898,-0.3858009898901897,0.5135076807301212,21738,7615,8419.67,8428.6,7962.43,7996.56,-4.980791921794059,1314214345.97,3.0972e+17,1293.05,0.3648076997710304,796,1,12,157,144,41.84235354224018,-87.67009738874088
2018-05-23,0.11246024037951813,37689,5689,11683,12696,-0.3996907824317471,0.485811707709618,23584,7621,7992.75,8031.63,7460.66,7519.51,-5.965690246806132,164512255.38000005,3.3059e+17,1289.0,-0.31321294613509965,779,1,13,150,109,41.84550055770081,-87.67182938750639
2018-05-24,0.03772867983296839,37351,7943,10251,11433,-0.4579577426354131,0.4751485638741778,23949,7724,7505.77,7729.48,7283.77,7575.57,0.7455273016459874,226457842.23000005,2.56734e+17,1304.85,1.2296353762606629,818,2,20,170,113,41.83891137322939,-87.66918161326755
2018-05-25,0.08010027130513749,32828,5458,9370,11077,-0.4390389642321038,0.4769491067102183,21443,6923,7584.78,7652.37,7347.96,7432.83,-1.8842146531548143,854559734.79,3.4108e+17,1303.5,-0.1034601678353786,802,0,21,152,140,41.8426644948204,-87.66699213864705
2018-05-26,0.11075206017352618,28128,3464,8034,9277,-0.446060431260997,0.4791502070733642,17166,7353,7475.36,7626.69,7314.71,7352.94,-1.074826142936136,5520001913877575.0,3.4744e+17,1303.5,0.0,853,0,12,180,175,41.836627768489976,-87.66785935678524
